00000:Amendments	AmendTotal	Archive	Branch	Calculated Price	Client	Code	Contact	Current Date	Date Entered	Date Finished	Drawn?	export_flag	Price	Property Address	Property Area	Property Value	record_id	Status	Time
00138:			Knaresborough	15.5	Dacre Son & Hartley	d-dsh10	Nick	20.02.2010	17.05.2010	18.05.2010	Michael	no	15.5	4 Park Grove			12627449	Email Approved	10:29:50
00139:			Knaresborough	15.5	Dacre Son & Hartley	d-dsh10	Nick	20.02.2010	18.05.2010	19.05.2010	Michael	no	15.5	14 Fossdale Close			12627472	Email Approved	16:43:09
00140:			Knaresborough	15.5	Dacre Son & Hartley	d-dsh10	Nick	20.02.2010	19.05.2010	21.05.2010	Michael	no	15.5	5 Abbey Mill View			12627491	Email Approved	14:31:36
00141:			Knaresborough	15.5	Dacre Son & Hartley	d-dsh10	Nick	20.02.2010	19.05.2010	21.05.2010	Michael	no	15.5	55 Dentdale Drive			12627494	Email Approved	16:20:56
00142:			Knaresborough	15.5	Dacre Son & Hartley	d-dsh10	Nick	20.02.2010	19.05.2010	21.05.2010	Michael	no	15.5	49 Bond End			12627495	Email Approved	16:33:19
00143:		7.5	New Homes	15.5	Dacre Son & Hartley	d-dsh22	John Shaw	20.02.2010	25.05.2010	25.05.2010	Bev	no		Plot 5 The Canal Side (Archive)			12627577	Email Approved	11:18:37
00144:2	5.5		New Homes	15.5	Dacre Son & Hartley	d-dsh22	John Shaw	20.02.2010	25.05.2010	25.05.2010	Bev	no		Plot 5 The Canal Side (Amendment)			12627578	Email Approved	11:18:56
00145:			New Homes	15.5	Dacre Son & Hartley	d-dsh22	John Shaw	20.02.2010	25.05.2010	26.05.2010	Mirek	no	15.5	Plot 16 Manywells Court	0		12627582	Email Approved	11:42:13
00146:			New Homes	15.5	Dacre Son & Hartley	d-dsh22	John Shaw	20.02.2010	25.05.2010	26.05.2010	Mirek	no	15.5	Plot 8 Manywells Court	0		12627583	Email Approved	11:42:48
00147:			North Leeds	15.5	Dacre Son & Hartley	d-dsh20	Paul Wilson	20.02.2010	24.05.2010	25.05.2010	Kate	no	15.5	17 Westbury Gardens			12627564	Email Approved	11:37:56
00148:			North Leeds	15.5	Dacre Son & Hartley	d-dsh20	Paul Wilson	20.02.2010	06.05.2010	10.05.2010	Michael	no	15.5	24a The Drive			12627282	Email Approved	16:45:05
00149:			North Leeds	15.5	Dacre Son & Hartley	d-dsh20	Paul Wilson	20.02.2010	14.05.2010	17.05.2010	Michael	no	15.5	171 Adel Lane			12627430	Email Approved	15:57:33
00150:			North Leeds	15.5	Dacre Son & Hartley	d-dsh20	Paul Wilson	20.02.2010	18.05.2010	20.05.2010	Michael	no	15.5	6 East Causeway Close			12627474	Email Approved	16:48:31
00151:			North Leeds	15.5	Dacre Son & Hartley	d-dsh20	Paul Wilson	20.02.2010	20.05.2010	21.05.2010	Michael	no	15.5	23 Oakwood Grove			12627501	Email Approved	10:07:52
00152:		7.5	North Leeds	15.5	Dacre Son & Hartley	d-dsh20	Chloe	20.02.2010	04.05.2010	04.05.2010	Bev	no		7 Hollin Drive (Archive)			12627231	Email Approved	16:43:22
00153:2	5.5		North Leeds	15.5	Dacre Son & Hartley	d-dsh20	Chloe	20.02.2010	04.05.2010	04.05.2010	Bev	no		7 Hollin Drive (Amendment)			12627232	Email Approved	16:43:44
00154:			North Leeds	15.5	Dacre Son & Hartley	d-dsh20	Chloe	20.02.2010	17.05.2010	17.05.2010	Bev	no	15.5	8 Calverley Lane			12627436	Email Approved	08:12:19
00155:		7.5	North Leeds	15.5	Dacre Son & Hartley	d-dsh20	Chloe	20.02.2010	27.05.2010	27.05.2010	Bev	no		9 Alnwick View (Reformatted Archive)			12627640	Email Approved	12:49:14
00156:2	5.5		North Leeds	15.5	Dacre Son & Hartley	d-dsh20	Chloe	20.02.2010	27.05.2010	27.05.2010	Bev	no		9 Alnwick View (Alterations)			12627641	Email Approved	12:49:30
00157:			North Leeds	15.5	Dacre Son & Hartley	d-dsh20	Paul Wilson	20.02.2010	26.05.2010	Not Completed	Michael	no	15.5	1 West Park Avenue			12627624	Faxed	15:29:59
00158:			North Leeds	15.5	Dacre Son & Hartley	d-dsh20	Paul Wilson	20.02.2010	28.05.2010	Not Completed		no	15.5	3 East Causeway			12627646	Pending	07:27:51
00159:			North Leeds Lettings	15.5	Dacre Son & Hartley	d-dshNth(Let)	Paul Wilson	20.02.2010	14.05.2010	17.05.2010	Dylan	no	15.5	Weetwood Lodge			12627424	Email Approved	12:13:47
00160:			Otley	15.5	Dacre Son & Hartley	d-dsh12	David Phillips	20.02.2010	06.05.2010	07.05.2010	Michael	no	15.5	25 The Gills			12627273	Email Approved	13:31:39
00161:			Otley	15.5	Dacre Son & Hartley	d-dsh12	David Phillips	20.02.2010	17.05.2010	24.05.2010	Michael	no	15.5	117 Cross Green			12627441	Email Approved	08:35:41
00162:			Otley	15.5	Dacre Son & Hartley	d-dsh12	David Phillips	20.02.2010	19.05.2010	20.05.2010	Michael	no	15.5	Spinkburn House			12627479	Email Approved	07:13:58
00163:			Otley	15.5	Dacre Son & Hartley	d-dsh12	David Phillips	20.02.2010	20.05.2010	21.05.2010	Michael	no	15.5	Spring Hill Farm			12627511	Email Approved	14:15:12
00164:			Otley	15.5	Dacre Son & Hartley	d-dsh12	Roger Hall	20.02.2010	13.05.2010	14.05.2010	Dylan	no	15.5	Thornfield West Chevin Road			12627412	Email Approved	16:43:41
00165:			Otley	15.5	Dacre Son & Hartley	d-dsh12	Roger Hall	20.02.2010	14.05.2010	17.05.2010	Dylan	no	15.5	Maple Grange Cottage Ilkley Road			12627425	Email Approved	12:14:41
00166:			Otley	15.5	Dacre Son & Hartley	d-dsh12	Roger Hall	20.02.2010	11.05.2010	12.05.2010	Michael	no	15.5	12 Wilkinson Way			12627339	Email Approved	10:53:50
00167:			Otley	15.5	Dacre Son & Hartley	d-dsh12	Roger Hall	20.02.2010	11.05.2010	12.05.2010	Michael	no	15.5	73 Cross Green			12627340	Email Approved	10:54:47
00168:			Otley	15.5	Dacre Son & Hartley	d-dsh12	Roger Hall	20.02.2010	12.05.2010	13.05.2010	Michael	no	15.5	14 Inglewood Estate			12627388	Email Approved	15:54:25
00169:			Otley	15.5	Dacre Son & Hartley	d-dsh12	Roger Hall	20.02.2010	17.05.2010	18.05.2010	Michael	no	15.5	26 Carlton Street			12627440	Email Approved	08:34:00
00170:			Otley	15.5	Dacre Son & Hartley	d-dsh12	Roger Hall	20.02.2010	17.05.2010	19.05.2010	Michael	no	15.5	The Stone House Arthington Lane			12627452	Email Approved	11:44:33
00171:			Otley	15.5	Dacre Son & Hartley	d-dsh12	Roger Hall	20.02.2010	18.05.2010	19.05.2010	Michael	no	15.5	34 The Crescent			12627460	Email Approved	07:57:46
00172:			Otley	15.5	Dacre Son & Hartley	d-dsh12	Roger Hall	20.02.2010	20.05.2010	21.05.2010	Michael	no	15.5	44 Carlton Street			12627508	Email Approved	11:48:16
00173:			Otley	15.5	Dacre Son & Hartley	d-dsh12	Roger Hall	20.02.2010	20.05.2010	21.05.2010	Michael	no	15.5	39 Leeds Road			12627509	Email Approved	12:15:47
00174:			Pateley Bridge	15.5	Dacre Son & Hartley	d-dsh13	Chris O'Mahony	20.02.2010	14.05.2010	17.05.2010	Dylan	no	15.5	1 Letland Terrace			12627426	Email Approved	14:20:33
00175:			Pateley Bridge	15.5	Dacre Son & Hartley	d-dsh13	Chris O'Mahony	20.02.2010	22.05.2010	24.05.2010	Kate	no	15.5	12 Evelyn Court			12627559	Email Approved	12:33:53
00176:			Pateley Bridge	15.5	Dacre Son & Hartley	d-dsh13	Chris O'Mahony	20.02.2010	04.05.2010	24.05.2010	Michael	no	15.5	7 The Watermill			12627218	Email Approved	10:23:35
00177:			Pateley Bridge	15.5	Dacre Son & Hartley	d-dsh13	Chris O'Mahony	20.02.2010	06.05.2010	07.05.2010	Michael	no	15.5	2 107 East Parade			12627269	Email Approved	10:10:21
00178:			Pateley Bridge	15.5	Dacre Son & Hartley	d-dsh13	Chris O'Mahony	20.02.2010	07.05.2010	10.05.2010	Michael	no	15.5	Foster Beck Cottage			12627294	Email Approved	14:14:40
00179:			Pateley Bridge	15.5	Dacre Son & Hartley	d-dsh13	Chris O'Mahony	20.02.2010	07.05.2010	10.05.2010	Michael	no	15.5	Daleside			12627299	Email Approved	20:40:30
00180:			Pateley Bridge	15.5	Dacre Son & Hartley	d-dsh13	Chris O'Mahony	20.02.2010	11.05.2010	12.05.2010	Michael	no	15.5	2 Waterworks Cottage			12627350	Email Approved	14:20:04
00181:			Pateley Bridge	15.5	Dacre Son & Hartley	d-dsh13	Chris O'Mahony	20.02.2010	19.05.2010	20.05.2010	Michael	no	15.5	2 The Warehouse			12627489	Email Approved	14:14:40
00182:			Pateley Bridge	15.5	Dacre Son & Hartley	d-dsh13	Chris O'Mahony	20.02.2010	20.05.2010	21.05.2010	Michael	no	15.5	Four Gables			12627506	Email Approved	10:57:15
00183:			Pateley Bridge	15.5	Dacre Son & Hartley	d-dsh13	Chris O'Mahony	20.02.2010	21.05.2010	22.05.2010	Michael	no	15.5	4 St Nicholas Road			12627542	Email Approved	13:57:41
00184:		7.5	Pateley Bridge Lettings	15.5	Dacre Son & Hartley	d-dshPate(Let)	Chris O'Mahony	20.02.2010	14.05.2010	14.05.2010	Bev	no		Fog Close Cottage (Archive)			12627427	Email Approved	14:57:51
00185:2	5.5		Pateley Bridge Lettings	15.5	Dacre Son & Hartley	d-dshPate(Let)	Chris O'Mahony	20.02.2010	14.05.2010	14.05.2010	Bev	no		Fog Close Cottage (Reformat)			12627428	Email Approved	14:58:06
00186:		7.5	Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	11.05.2010	11.05.2010	Bev	no		Honley House (Archive)	3		12627344	Email Approved	11:49:16
00187:2	5.5		Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	11.05.2010	11.05.2010	Bev	no		Honley House (Amendment)	3		12627345	Email Approved	11:49:18
00188:2	5.5		Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	11.05.2010	12.05.2010	Bev	no	15.5	7 Doublegates Close			12627352	Email Approved	14:22:03
00189:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	10.05.2010	13.05.2010	Dylan	no	15.5	Plot 1 Ostcliffes Court			12627319	Email Approved	15:24:20
00190:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	10.05.2010	13.05.2010	Dylan	no	15.5	Plot 2 Ostcliffes Court			12627320	Email Approved	15:24:39
00191:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	10.05.2010	13.05.2010	Dylan	no	15.5	Plot 3 Ostcliffes Court			12627321	Email Approved	15:24:43
00192:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	10.05.2010	13.05.2010	Dylan	no	15.5	Plot 4 Ostcliffes Court			12627322	Email Approved	15:24:48
00193:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	10.05.2010	13.05.2010	Dylan	no	15.5	Plot 5 Ostcliffes Court			12627323	Email Approved	15:24:53
00194:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	10.05.2010	13.05.2010	Dylan	no	15.5	Plot 7 Ostcliffes Court			12627324	Email Approved	15:24:58
00195:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	13.05.2010	14.05.2010	Dylan	no	15.5	81 Aismunderby Close			12627408	Email Approved	16:39:14
00196:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	13.05.2010	14.05.2010	Dylan	no	15.5	5 Swinburn Court			12627409	Email Approved	16:40:02
00197:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	14.05.2010	14.05.2010	Dylan	no	15.5	3A Marshall Way	0		12627414	Email Approved	07:48:37
00198:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	14.05.2010	17.05.2010	Dylan	no	15.5	Newton House Swalley Road			12627418	Email Approved	09:38:49
00199:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	20.05.2010	21.05.2010	Dylan	no	15.5	17 Oak Road			12627514	Email Approved	14:18:10
00200:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	10.05.2010	11.05.2010	Michael	no	15.5	1 The Terrace North Leeds			12627325	Email Approved	15:27:48
00201:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	20.05.2010	21.05.2010	Michael	no	15.5	18 South Grange Road			12627505	Email Approved	10:54:36
00202:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	26.05.2010	27.05.2010	Mirek	no	15.5	2 Williamson Gardens	0		12627605	Email Approved	08:46:50
00203:			Ripon	15.5	Dacre Son & Hartley	d-dsh14	Sonia Vinden	20.02.2010	26.05.2010	27.05.2010	Mirek	no	15.5	50 Lead Lane	0		12627609	Email Approved	10:57:38
00204:		7.5	Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	10.05.2010	10.05.2010	Bev	no		47 Titus Street (Archive)			12627310	Email Approved	10:15:20
00205:2	5.5		Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	10.05.2010	10.05.2010	Bev	no		47 Titus Street (Amendment)			12627311	Email Approved	10:15:34
00206:		7.5	Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	11.05.2010	11.05.2010	Bev	no		43 Springhurst Road (Archive)			12627343	Email Approved	11:20:44
00207:			Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	24.05.2010	24.05.2010	Bev	no	15.5	6 Jane Hills			12627561	Email Approved	10:23:55
00208:			Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	13.05.2010	14.05.2010	Dylan	no	15.5	2 Kellymoor Walk			12627411	Email Approved	16:42:58
00209:			Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	24.05.2010	25.05.2010	Kate	no	15.5	7 Selborne Terrace			12627565	Email Approved	12:57:48
00210:			Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	04.05.2010	06.05.2010	Michael	no	15.5	14 Dallam Avenue			12627229	Email Approved	16:32:05
00211:			Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	06.05.2010	07.05.2010	Michael	no	15.5	6 Bracken Grange Court			12627271	Email Approved	13:26:24
00212:			Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	13.05.2010	18.05.2010	Michael	no	15.5	10 Avondale Grove			12627399	Email Approved	09:13:17
00213:			Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	18.05.2010	19.05.2010	Michael	no	15.5	1 Mawson Street			12627467	Email Approved	11:03:04
00214:			Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	19.05.2010	20.05.2010	Michael	no	15.5	127 Avondale Road			12627484	Email Approved	10:36:52
00215:			Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	21.05.2010	22.05.2010	Michael	no	15.5	22 Bradford Road			12627540	Email Approved	13:44:04
00216:			Saltaire	15.5	Dacre Son & Hartley	d-dsh15	Richard Feather	20.02.2010	26.05.2010	27.05.2010	Michael	no	15.5	115 Bradford Road			12627612	Email Approved	11:49:58
00217:			Settle	15.5	Dacre Son & Hartley	d-dsh16	Caroline Close	20.02.2010	19.05.2010	21.05.2010	Michael	no	15.5	Croft House			12627493	Email Approved	15:06:23
00218:			Skipton	15.5	Dacre Son & Hartley	d-dsh17	Nicholas Gee	20.02.2010	27.05.2010	Not Completed	Mirek	no	15.5	14 Coates Fields			12627636	Being Drawn	11:13:36
00219:		7.5	Skipton		Dacre Son & Hartley	d-dsh17	Nicholas Gee	20.02.2010	17.05.2010	17.05.2010	Bev	no		Thornton Hall (Archive)	3		12627450	Email Approved	11:13:43
00220:			Skipton	15.5	Dacre Son & Hartley	d-dsh17	Nicholas Gee	20.02.2010	19.05.2010	20.05.2010	Bev	no	15.5	68b Moorview Way			12627492	Email Approved	15:05:23
00221:		7.5	Skipton	15.5	Dacre Son & Hartley	d-dsh17	Nicholas Gee	20.02.2010	27.05.2010	27.05.2010	Bev	no		51b Main Street (Reformatted Archive)	3		12627638	Email Approved	11:27:49
00222:2	5.5		Skipton	15.5	Dacre Son & Hartley	d-dsh17	Nicholas Gee	20.02.2010	27.05.2010	27.05.2010	Bev	no		51b Main Street (Alterations)	3		12627639	Email Approved	11:28:26
00223:			Skipton	15.5	Dacre Son & Hartley	d-dsh17	Nicholas Gee	20.02.2010	12.05.2010	18.05.2010	Michael	no	15.5	Kildwick Grange			12627394	Email Approved	19:13:38
00224:			Skipton	15.5	Dacre Son & Hartley	d-dsh17	Nicholas Gee	20.02.2010	18.05.2010	19.05.2010	Michael	no	15.5	8 Pine Close			12627471	Email Approved	15:16:20
00225:			Skipton	15.5	Dacre Son & Hartley	d-dsh17	Nicholas Gee	20.02.2010	21.05.2010	24.05.2010	Michael	no	15.5	2 Hilltop Farm Barn			12627550	Email Approved	16:38:58
00226:			Skipton	15.5	Dacre Son & Hartley	d-dsh17	Nicholas Gee	20.02.2010	21.05.2010	24.05.2010	Michael	no	15.5	4 Queens Street			12627551	Email Approved	16:41:03
00227:2	5.5		Skipton	15.5	Dacre Son & Hartley	d-dsh17	Tim Usherwood	20.02.2010	04.05.2010	04.05.2010	Bev	no		4 New Hall Farm (Amendment)			12627221	Email Approved	12:20:01
00228:			Skipton	15.5	Dacre Son & Hartley	d-dsh17	Tim Usherwood	20.02.2010	14.05.2010	17.05.2010	Dylan	no	15.5	Little Gate Farm			12627417	Email Approved	09:37:04
00229:			Skipton	15.5	Dacre Son & Hartley	d-dsh17	Tim Usherwood	20.02.2010	04.05.2010	05.05.2010	Michael	no	15.5	Stonecroft			12627224	Email Approved	13:24:51
00230:			Skipton	15.5	Dacre Son & Hartley	d-dsh17	Tim Usherwood	20.02.2010	06.05.2010	07.05.2010	Michael	no	15.5	2 Rathmell Fold			12627264	Email Approved	09:35:46
00231:			Skipton	15.5	Dacre Son & Hartley	d-dsh17	Tim Usherwood	20.02.2010	11.05.2010	12.05.2010	Michael	no	15.5	4 Cam Lane			12627348	Email Approved	14:18:15
00232:			Skipton	15.5	Dacre Son & Hartley	d-dsh17	Tim Usherwood	20.02.2010	11.05.2010	12.05.2010	Michael	no	15.5	12 Glaisdale Close			12627349	Email Approved	14:19:05
00233:		7.5	Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	24.05.2010	24.05.2010	Bev	no	15.5	144 Bradford Road (Archive)			12627568	Email Approved	15:22:54
00234:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	20.05.2010	21.05.2010	Dylan	no	15.5	Flat 2 The Chapel Grove Road			12627516	Email Approved	14:35:57
00235:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	04.05.2010	05.05.2010	Michael	no	15.5	16 Church Lane Avenue			12627215	Email Approved	09:19:01
00236:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	04.05.2010	06.05.2010	Michael	no	15.5	31 Shillbank View			12627216	Email Approved	09:21:38
00237:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	04.05.2010	05.05.2010	Michael	no	15.5	3 Ridings Gardens			12627228	Email Approved	16:31:06
00238:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	07.05.2010	10.05.2010	Michael	no	15.5	24 Longroyd Farm			12627298	Email Approved	20:38:39
00239:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	11.05.2010	12.05.2010	Michael	no	15.5	1 Umpire Close			12627336	Email Approved	09:10:13
00240:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	12.05.2010	13.05.2010	Michael	no	15.5	106 Bradford Road			12627364	Email Approved	08:51:06
00241:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	12.05.2010	13.05.2010	Michael	no	15.5	6 Elizabeth Gardens			12627366	Email Approved	09:08:44
00242:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	13.05.2010	24.05.2010	Michael	no	15.5	42 Hilltop			12627398	Email Approved	09:11:45
00243:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	13.05.2010	13.05.2010	Michael	no	15.5	Bramble Cottage 22 Thornhill Road			12627404	Email Approved	12:57:26
00244:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	18.05.2010	19.05.2010	Michael	no	15.5	Liley Barn Liley Lane			12627475	Email Approved	16:49:28
00245:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	18.05.2010	20.05.2010	Michael	no	15.5	2 Sowood Court			12627476	Email Approved	16:50:18
00246:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	18.05.2010	20.05.2010	Michael	no	15.5	31 Shillbank View (Redrawn)			12627477	Email Approved	17:03:50
00247:			Wakefield	15.5	Dacre Son & Hartley	d-dsh19	James Clarke	20.02.2010	20.05.2010	21.05.2010	Michael	no	15.5	32 Roger Drive			12627513	Email Approved	14:17:24
00248:		7.5	Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	10.05.2010	10.05.2010	Bev	no		6 Riverside Gardens (Reformatted Archive)			12627301	Email Approved	08:55:58
00249:2	5.5		Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	10.05.2010	10.05.2010	Bev	no		6 Riverside Gardens (Alterations)			12627302	Email Approved	08:56:15
00250:		7.5	Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	13.05.2010	14.05.2010	Bev	no		Camelot (Archive)			12627405	Email Approved	13:30:55
00251:2	5.5		Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	13.05.2010	14.05.2010	Bev	no		Camelot (Amendment)			12627406	Email Approved	13:31:11
00252:		7.5	Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	18.05.2010	18.05.2010	Bev	no		Linton End (Archive)			12627468	Email Approved	13:03:21
00253:2	5.5		Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	18.05.2010	18.05.2010	Bev	no		Linton End (Amendment)			12627469	Email Approved	13:03:27
00254:		7.5	Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	21.05.2010	21.05.2010	Bev	no		The Sycamores (Archive)			12627531	Email Approved	08:38:21
00255:2	5.5		Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	21.05.2010	21.05.2010	Bev	no		The Sycamores (Amendment)			12627532	Email Approved	08:38:30
00256:			Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	06.05.2010	06.05.2010	Dylan	no	15.5	45 Barleyfields	0		12627265	Email Approved	09:38:07
00257:			Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	20.05.2010	21.05.2010	Dylan	no	15.5	14 Farriers Court			12627515	Email Approved	14:35:07
00258:			Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	04.05.2010	06.05.2010	Michael	no	15.5	15 The Meadow			12627227	Email Approved	16:29:39
00259:			Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	10.05.2010	10.05.2010	Michael	no	15.5	7 Grange Avenue			12627300	Email Approved	08:55:05
00260:			Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	10.05.2010	11.05.2010	Michael	no	15.5	1 Westlands			12627308	Email Approved	10:13:29
00261:			Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	11.05.2010	12.05.2010	Michael	no	15.5	2 Congreve Way			12627355	Email Approved	15:20:38
00262:			Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	12.05.2010	13.05.2010	Michael	no	15.5	23 The Meadow			12627379	Email Approved	13:56:42
00263:			Wetherby	15.5	Dacre Son & Hartley	d-dsh21	Paul Baxter	20.02.2010	20.05.2010	21.05.2010	Michael	no	15.5	Old Laundry			12627502	Email Approved	10:08:43
00264:			Truro	25	H Tiddy & Sons	p1-HTiddy	D Holman	20.02.2010	21.05.2010	24.05.2010	Bev	no	25	Little Cottage			12627543	Email Approved	13:58:22
00265:			Truro	25	H Tiddy & Sons	p1-HTiddy	D Holman	20.02.2010	04.05.2010	05.05.2010	Michael	no	25	Chykellys			12627220	Email Approved	11:59:00
00266:			Truro	25	H Tiddy & Sons	p1-HTiddy	D Holman	20.02.2010	11.05.2010	12.05.2010	Michael	no	25	53B Portmellon Park			12627347	Email Approved	12:08:57
00267:			Truro	25	H Tiddy & Sons	p1-HTiddy	D Holman	20.02.2010	17.05.2010	17.05.2010	Michael	no	25	Seaview			12627439	Email Approved	08:23:17
00268:			Stoke	12.5	Hip1st	p1-Hip1st	Simon Powner	20.02.2010	05.05.2010	06.05.2010	Bev	no	12.5	46a Linton Road			12627248	Email Approved	13:43:26
00269:			Stoke	12.5	Hip1st	p1-Hip1st	Simon Powner	20.02.2010	11.05.2010	12.05.2010	Bev	no	12.5	4 Brunlees	0		12627354	Email Approved	14:51:28
00270:			Stoke	12.5	Hip1st	p1-Hip1st	Simon Powner	20.02.2010	01.05.2010	05.05.2010	Dylan	no	12.5	31 Fieldfare Way	0		12627175	Email Approved	11:59:05
00271:			Stoke	12.5	Hip1st	p1-Hip1st	Simon Powner	20.02.2010	14.05.2010	17.05.2010	Dylan	no	12.5	7 Victoria Road	0		12627429	Email Approved	15:20:42
00272:			Stoke	12.5	Hip1st	p1-Hip1st	Simon Powner	20.02.2010	21.05.2010	25.05.2010	Kate	no	12.5	31 Butts Road	0		12627538	Email Approved	13:01:40
00273:			Stoke	12.5	Hip1st	p1-Hip1st	Simon Powner	20.02.2010	05.05.2010	06.05.2010	Michael	no	12.5	51 Pembroke Drive			12627235	Email Approved	06:46:08
00274:			Stoke	12.5	Hip1st	p1-Hip1st	Simon Powner	20.02.2010	10.05.2010	17.05.2010	Michael	no	12.5	34 Haden Hill			12627307	Email Approved	09:51:26
00275:			Stoke	12.5	Hip1st	p1-Hip1st	Simon Powner	20.02.2010	12.05.2010	13.05.2010	Michael	no	12.5	23 Court Road			12627365	Email Approved	08:53:40
00276:			Stoke	12.5	Hip1st	p1-Hip1st	Simon Powner	20.02.2010	25.05.2010	26.05.2010	Mirek	no	12.5	50 Mount Road			12627576	Email Approved	08:58:42
00277:			Stourbridge	25	Ian Perks	p1-IPerks	Chris Biddle	20.02.2010	27.05.2010	Not Completed	Mirek	no	25	102a Collis Street		3	12627635	Being Drawn	10:42:35
00278:			Stourbridge	20	Ian Perks	p1-IPerks	Chris Biddle	20.02.2010	25.05.2010	27.05.2010	Kate	no	20	59 South Road		2	12627600	Email Approved	14:49:00
